date,tvl_usd,symbol,fee_tier,project_contract_address
2024-02-09,55116074,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-10,55227372,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-11,55269171,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-12,56009644,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-13,41731617,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-14,42359646,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-15,41778391,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-16,41151722,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-17,41008331,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-18,41432315,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-19,42233582,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-20,41555686,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-21,42368374,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-22,42693296,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-23,42550015,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-24,42859487,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-25,43469384,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-26,43442192,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-27,46932463,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-28,46443550,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-02-29,43659170,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-01,43676849,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-02,43516191,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-03,43643435,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-04,44100608,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-05,43384426,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-06,46082630,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-07,43487972,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-08,44618189,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-09,43768545,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-10,43506539,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-11,43782027,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-12,44043919,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-13,44126973,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-14,45571299,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-15,45428707,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-16,44710308,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-17,44805881,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-18,44311672,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-19,43598616,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-20,41475078,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-22,71245109,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-23,71767193,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-24,72508962,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-25,75512828,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-26,75428859,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-27,75463978,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-28,74354946,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-29,73094942,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-30,73175436,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-03-31,74123315,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-01,73696772,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-02,71961034,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-03,72035340,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-04,72232924,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-05,72289782,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-06,73547320,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-07,73869972,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-08,75875881,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-09,74408013,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-10,74614568,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-11,76003192,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-12,73420256,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-13,77715121,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-14,82712103,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-15,83667187,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-16,83479096,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-17,81876154,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-18,83180771,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-19,83414488,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-20,84466548,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-21,84561621,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-22,85507801,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-23,85489262,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-24,84689239,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-25,86527475,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-26,85602466,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-29,86682359,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-04-30,82966644,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-01,82546822,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-02,86059329,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-03,88244786,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-04,88379476,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-05,89012319,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-06,88338076,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-07,87734991,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-08,84120208,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-09,85992275,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-10,82939506,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-11,83304931,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-12,83659445,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-13,90528416,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-14,90264488,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-15,93113615,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-16,90790105,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-17,93546183,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-18,94157562,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-19,93406290,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-20,99682559,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-21,84046259,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-22,84524486,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-23,85593840,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-24,85710176,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-25,86492027,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-26,86783301,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-27,86807515,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-28,87473396,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-29,87112866,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-30,87156609,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-05-31,87288138,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-01,87549391,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-02,88268166,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-03,88264599,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-04,88467237,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-05,88797887,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-06,88626952,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-07,87736034,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-08,89161114,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-09,87892913,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-10,92982900,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-11,88112539,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-12,88804368,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-13,87594133,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-14,87336021,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-15,88345785,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-16,89033778,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-17,89276536,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-18,89546359,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-19,90382155,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-20,93105722,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-21,93498605,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-22,93307198,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-23,92436382,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-24,92635148,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-25,93070800,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-26,93727415,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-27,93687797,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-28,92892170,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-29,92977859,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-06-30,93870572,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-01,92191729,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-02,88841246,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-03,87413941,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-04,87922383,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-05,84680386,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-06,86395601,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-07,81199853,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-08,83028666,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-09,84141249,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-10,84708104,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-11,84684020,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-12,85058797,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-13,86101476,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-14,86636782,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-15,89834355,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-16,89603878,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-17,89324413,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-18,93509680,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-19,94634079,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-20,94540923,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-21,94614815,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-22,94024736,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-23,93378553,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-24,92009582,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-25,98354547,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-26,102107193,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-27,102270188,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-28,101959795,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-29,95591152,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-30,96070124,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-07-31,95518056,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-01,95108748,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-02,90659232,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-03,92330903,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-04,87678641,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-05,72880383,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-06,75775711,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-07,72463137,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-08,77586111,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-09,78283131,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-10,80281917,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-11,81400109,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-12,85097723,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-13,86492551,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-14,85308494,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-15,83188281,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-16,83669541,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-17,83890430,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-18,85303243,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-19,84402639,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-20,82625352,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-21,83669306,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-22,83338548,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-23,85245948,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-24,82783102,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-25,83510951,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-26,82713504,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-27,74930250,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-28,76816178,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-29,75730334,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-30,76261911,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-08-31,74354894,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-01,71691166,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-02,75007172,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-03,73234675,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-04,74398127,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-05,73941957,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-06,70308763,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-07,71974748,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-08,72748177,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-09,75103364,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-10,76060513,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-11,74360566,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-12,74693377,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-13,76566243,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-14,76097634,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-15,73885803,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-16,72366210,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-17,74236940,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-18,74667966,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-19,77303824,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-20,79105364,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-21,79488181,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-22,79721552,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-23,81064751,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-24,81615393,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-25,79353817,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-26,80454631,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-27,82046263,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-28,81437954,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-29,80994239,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-09-30,79100616,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-01,75408331,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-02,74165382,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-03,74081095,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-04,100830404,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-05,72629337,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-06,72783233,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-07,72991866,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-08,73495599,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-09,72076381,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-10,72099102,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-11,73846167,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-12,74355010,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-13,73769763,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-14,78681540,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-15,77312309,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-16,84539148,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-17,81348257,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-18,81632396,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-19,81733786,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-20,83367690,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-21,82691331,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-22,82009656,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-23,68732566,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-24,69776836,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-25,73131643,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
2024-10-26,73728197,WETH-USDT,0.3%,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36
