date,tvl_usd,symbol,fee_tier,project_contract_address
2022-08-29,37869371,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-08-30,38619587,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-08-31,34079299,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-01,34337873,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-02,34259839,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-03,34169858,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-04,34274113,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-05,34728636,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-06,34538986,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-07,33207322,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-09,38690361,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-10,39360665,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-11,38763846,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-12,36603002,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-13,32027157,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-14,32354287,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-15,30987348,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-16,29591785,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-17,29800798,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-18,29216181,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-19,33732730,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-20,16029289,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-21,14489021,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-22,15470450,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-23,15479464,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-24,15558325,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-25,15419643,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-26,16326745,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-27,16418095,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-28,16472484,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-29,16889754,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-09-30,16204791,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-01,16096422,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-02,15974553,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-03,16735999,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-04,16984178,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-05,20560257,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-06,20831705,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-07,19667529,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-08,19624043,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-09,20162458,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-10,17030849,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-11,17341187,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-12,17686749,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-13,17234871,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-14,17456940,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-15,17120469,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-16,17476217,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-17,17677621,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-18,17470517,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-19,17181350,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-20,19697545,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-21,21139025,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-22,21186210,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-23,22404991,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-24,22601536,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-25,21731944,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-26,23853720,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-27,21968123,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-28,22334919,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-29,22890866,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-30,22954327,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-10-31,22864435,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-01,22896491,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-02,23502235,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-03,23701747,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-04,26543445,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-05,25678792,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-06,26724931,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-07,23361544,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-08,20300585,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-09,12139191,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-10,12578829,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-11,12608727,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-12,12523666,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-13,12296781,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-14,12390914,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-15,14249313,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-16,15114387,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-17,14962419,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-18,14939742,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-19,14894042,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-20,13785448,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-21,13637091,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-22,14923482,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-23,15090143,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-24,15674241,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-25,15435227,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-26,15613786,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-27,15641310,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-28,15276270,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-29,17116064,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-11-30,15868117,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-01,15791634,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-02,15909182,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-03,15563375,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-04,15916029,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-05,15689013,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-06,15658551,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-07,15547095,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-08,15917118,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-09,30163839,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-10,30221446,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-11,29182538,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-12,29349112,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-13,29730196,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-14,30033796,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-15,30283301,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-16,29476827,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-17,29466494,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-18,29337291,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-19,29094615,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-20,29713904,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-21,29800161,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-22,29849290,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-23,30328318,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-24,30926266,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-25,30913313,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-26,31009842,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-27,31640308,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-28,31220100,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-29,31408709,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-30,31461229,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2022-12-31,31592943,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-01,31646371,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-02,32148192,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-03,32132687,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-04,32047591,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-05,33886564,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-06,10641760,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-07,34361232,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-08,34488854,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-09,34388340,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-10,34086694,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-11,20104794,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-12,18574728,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-13,19056878,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-14,18757795,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-15,19282006,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-16,22777241,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-17,22598499,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-18,22338034,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-19,22631018,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-20,21352614,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-21,24739531,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-22,24618181,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-23,25416137,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-24,24936947,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-25,24418350,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-26,24534363,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-27,24892883,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-28,24980363,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-29,24783350,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-30,24551615,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-01-31,24719196,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-01,25865368,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-02,25117725,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-03,25081240,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-04,25258356,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-05,25541802,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-06,25536459,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-07,26919473,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-08,25812525,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-09,25748265,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-10,25015712,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-12,29700671,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-13,24536075,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-14,25456300,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-15,25793442,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-16,26323900,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-17,26687220,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-18,28581476,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-19,30533520,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-20,30686794,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-21,30205308,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-22,30146118,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-23,30235348,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-24,30656308,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-25,29410291,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-26,43109994,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-27,43319209,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-02-28,42811989,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-01,43386318,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-02,43396677,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-03,42342294,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-04,42382893,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-05,42359526,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-06,42446083,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-07,42293103,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-08,42523901,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-09,40482364,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-10,41305793,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-11,47759920,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-12,53709599,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-13,45739875,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-14,44793685,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-15,46893919,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-16,47664061,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-17,50323690,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-18,50531853,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-19,51470293,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-20,51556094,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-21,52330574,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-22,50096342,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-23,47522103,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-24,47798342,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-25,47860520,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-26,49006226,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-27,47885619,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-28,47467610,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-29,47817755,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-30,47710138,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-03-31,48296955,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-01,48667289,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-02,48203196,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-03,48619166,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-04,48832418,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-05,45861359,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-06,48053675,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-07,48465090,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-08,48201231,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-09,48015306,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-10,48686496,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-11,48992478,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-12,49909352,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-13,49965863,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-14,50344967,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-15,50114734,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-16,50438236,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-17,36025185,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-18,35793709,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-19,35682518,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-20,35333725,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-21,34424723,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-22,34849663,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-23,35258949,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-24,35022953,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-25,35102293,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-26,34896462,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-27,35440523,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-28,37488065,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-29,37871289,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-04-30,37595512,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-01,36613586,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-02,37376172,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-03,37632753,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-04,38869444,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-05,40356169,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-06,37465628,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-07,37568614,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-08,36362752,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-09,37921556,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-10,38058858,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-11,41789080,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-12,41592562,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-13,41511324,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-14,41440125,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-15,41778857,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-16,42360542,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-17,42630041,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-18,43939378,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-19,43128257,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-20,43942083,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-21,43793572,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-22,45183564,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-23,48582056,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-24,48517172,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-25,48151202,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-26,48322557,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-27,48459632,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-28,49366981,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-29,49111455,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-30,49629005,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
2023-05-31,50094872,WETH-USDT,0.05%,0x11b815efb8f581194ae79006d24e0d814b7697f6
