week,project_contract_address,symbol,fee_tier,tvl_usd
2023-05-29,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,244101374.42857143
2023-05-29,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,92738078.42857143
2023-05-29,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,107808225.85714285
2023-05-29,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,383720.71428571426
2023-06-05,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18893255.42857143
2023-06-05,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,58930189.14285714
2023-06-05,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,30304199.714285713
2023-06-05,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,53227998.428571425
2023-06-05,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,24410684.714285713
2023-06-05,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,251158526.14285713
2023-06-05,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,85247070.85714285
2023-06-05,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,96961902.14285715
2023-06-05,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,234488.85714285713
2023-06-12,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18270524.14285714
2023-06-12,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,61720123.71428572
2023-06-12,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,22558761.285714287
2023-06-12,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,50659552.428571425
2023-06-12,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,23370376.57142857
2023-06-12,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,228555217.85714287
2023-06-12,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,84829155.28571428
2023-06-12,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,86038393.14285715
2023-06-12,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,202387.2857142857
2023-06-19,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18955480.285714287
2023-06-19,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,83544010.71428572
2023-06-19,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,22923045.714285713
2023-06-19,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,52520650.28571428
2023-06-19,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,25481387.0
2023-06-19,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,224558363.0
2023-06-19,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,87244577.71428572
2023-06-19,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,84869973.57142857
2023-06-19,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,214080.14285714287
2023-06-26,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,19098029.285714287
2023-06-26,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,86354908.14285715
2023-06-26,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,21762181.0
2023-06-26,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,52324251.28571428
2023-06-26,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,25936996.285714287
2023-06-26,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,36575175.333333336
2023-06-26,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,232887777.0
2023-06-26,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,88175646.14285715
2023-06-26,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,68534819.8
2023-06-26,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,103469.0
2023-07-03,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,19047729.42857143
2023-07-03,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,72185437.57142857
2023-07-03,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,18657936.57142857
2023-07-03,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,52493571.14285714
2023-07-03,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,15425874.857142856
2023-07-03,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,42482366.571428575
2023-07-03,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,254276723.2857143
2023-07-03,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,88997633.0
2023-07-03,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,66040335.85714286
2023-07-03,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,28619.285714285714
2023-07-10,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,19084500.85714286
2023-07-10,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,79013088.28571428
2023-07-10,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,17510715.714285713
2023-07-10,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,54475631.571428575
2023-07-10,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,11208120.714285715
2023-07-10,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,51718806.14285714
2023-07-10,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,247523564.57142857
2023-07-10,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,90041028.28571428
2023-07-10,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,61563095.47619048
2023-07-10,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,28164.85714285714
2023-07-17,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18860759.42857143
2023-07-17,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,76294673.0
2023-07-17,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,17408115.285714287
2023-07-17,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,53972640.85714286
2023-07-17,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,7551263.545454546
2023-07-17,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,54107327.0
2023-07-17,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,243543219.42857143
2023-07-17,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,94658120.85714285
2023-07-17,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,59547717.71428572
2023-07-17,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,28060.571428571428
2023-07-24,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18692120.42857143
2023-07-24,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,74920903.42857143
2023-07-24,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,16634604.0
2023-07-24,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,51850748.571428575
2023-07-24,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,5825206.071428572
2023-07-24,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,49843379.428571425
2023-07-24,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,240852498.0
2023-07-24,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,95477124.57142857
2023-07-24,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,57185238.809523806
2023-07-24,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,27841.285714285714
2023-07-31,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18500859.85714286
2023-07-31,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,73603704.0
2023-07-31,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,15634919.857142856
2023-07-31,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,51263120.71428572
2023-07-31,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,5697617.0
2023-07-31,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,35079898.333333336
2023-07-31,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,240372336.85714287
2023-07-31,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,94198358.14285715
2023-07-31,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,44214099.277777776
2023-07-31,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,27984.714285714286
2023-08-07,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18538829.285714287
2023-08-07,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,74671048.57142857
2023-08-07,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,15041312.142857144
2023-08-07,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,52999406.571428575
2023-08-07,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,2579336.111111111
2023-08-07,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,41178970.71428572
2023-08-07,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,243164594.5
2023-08-07,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,94711654.0
2023-08-07,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,44950704.61904762
2023-08-07,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,28184.5
2023-08-14,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17999384.42857143
2023-08-14,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,65779330.0
2023-08-14,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,13069566.714285715
2023-08-14,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,49362877.0
2023-08-14,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,123184.14285714286
2023-08-14,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,42763352.14285714
2023-08-14,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,42933899.428571425
2023-08-21,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17558694.714285713
2023-08-21,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,60183894.0
2023-08-21,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12768402.857142856
2023-08-21,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,45051483.428571425
2023-08-21,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,100970.28571428571
2023-08-21,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,43369870.428571425
2023-08-21,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,41458804.52380952
2023-08-28,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17603982.0
2023-08-28,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,56363748.0
2023-08-28,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12796601.142857144
2023-08-28,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,47268013.8
2023-08-28,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1556305.2222222222
2023-08-28,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,41396183.14285714
2023-08-28,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,220039734.5
2023-08-28,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,61260795.0
2023-08-28,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,40232449.38095238
2023-08-28,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,26720.5
2023-09-04,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17426807.85714286
2023-09-04,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,35769098.14285714
2023-09-04,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12686461.857142856
2023-09-04,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,44686832.85714286
2023-09-04,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1691125.4285714286
2023-09-04,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,40674201.0
2023-09-04,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,221378791.42857143
2023-09-04,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,59921452.85714286
2023-09-04,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,37296904.61904762
2023-09-04,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,26165.285714285714
2023-09-11,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17286669.42857143
2023-09-11,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,34750487.14285714
2023-09-11,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12602467.857142856
2023-09-11,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,45069585.14285714
2023-09-11,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1126297.9285714286
2023-09-11,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,41102615.71428572
2023-09-11,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,200495021.0
2023-09-11,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,59432525.14285714
2023-09-11,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,37224459.666666664
2023-09-11,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,25963.714285714286
2023-09-18,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17258654.57142857
2023-09-18,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,34780361.14285714
2023-09-18,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12566229.857142856
2023-09-18,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,45546032.28571428
2023-09-18,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1040219.0714285715
2023-09-18,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,41577871.71428572
2023-09-18,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,200876615.57142857
2023-09-18,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,59285894.428571425
2023-09-18,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,37713892.809523806
2023-09-18,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,25945.428571428572
2023-09-25,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17406083.714285713
2023-09-25,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,35205249.71428572
2023-09-25,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12691392.857142856
2023-09-25,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,47036671.28571428
2023-09-25,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1035273.5714285715
2023-09-25,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,42797115.14285714
2023-09-25,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,196317025.7142857
2023-09-25,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,59122641.428571425
2023-09-25,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,37921009.809523806
2023-09-25,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,26240.0
2023-10-02,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17391384.0
2023-10-02,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,35405254.71428572
2023-10-02,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12699585.57142857
2023-10-02,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,58351561.85714286
2023-10-02,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1038007.2142857143
2023-10-02,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,42893037.28571428
2023-10-02,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,184863241.85714287
2023-10-02,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,65759903.71428572
2023-10-02,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,38388331.666666664
2023-10-02,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,27120.714285714286
2023-10-09,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,16876977.0
2023-10-09,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,34088741.14285714
2023-10-09,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12378807.285714285
2023-10-09,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,57003469.428571425
2023-10-09,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,995679.7857142857
2023-10-09,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,41507200.71428572
2023-10-09,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,178308100.42857143
2023-10-09,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,65563891.71428572
2023-10-09,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,37705009.9047619
2023-10-09,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,28406.0
2023-10-16,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,16984877.57142857
2023-10-16,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,34228558.428571425
2023-10-16,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,12525800.57142857
2023-10-16,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,57949730.28571428
2023-10-16,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1015603.5714285715
2023-10-16,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,43489702.0
2023-10-16,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,182567812.57142857
2023-10-16,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,67123511.57142857
2023-10-16,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,39974194.190476194
2023-10-16,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,29296.285714285714
2023-10-23,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17729961.14285714
2023-10-23,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,36437892.14285714
2023-10-23,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,13170652.857142856
2023-10-23,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,60623222.14285714
2023-10-23,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1045056.0714285715
2023-10-23,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,43576107.14285714
2023-10-23,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,201296364.2857143
2023-10-23,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,70789405.71428572
2023-10-23,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,42707999.47619048
2023-10-23,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,29409.714285714286
2023-10-30,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17948834.285714287
2023-10-30,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,39209776.85714286
2023-10-30,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,13317050.142857144
2023-10-30,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,58919523.14285714
2023-10-30,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1039077.8571428572
2023-10-30,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,44269097.571428575
2023-10-30,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,206410999.0
2023-10-30,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,71675650.42857143
2023-10-30,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,42365298.71428572
2023-10-30,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,80450.57142857143
2023-11-06,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18334520.42857143
2023-11-06,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,39112399.428571425
2023-11-06,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,13880049.714285715
2023-11-06,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,58672939.0
2023-11-06,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1109878.2857142857
2023-11-06,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,46387698.71428572
2023-11-06,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,180850027.42857143
2023-11-06,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,79062334.0
2023-11-06,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,873126.5
2023-11-06,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,40751193.190476194
2023-11-06,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,103245.28571428571
2023-11-13,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,18240457.714285713
2023-11-13,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,40358207.428571425
2023-11-13,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,13891877.857142856
2023-11-13,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,62110112.28571428
2023-11-13,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1111877.9285714286
2023-11-13,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,44983438.14285714
2023-11-13,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,154069527.42857143
2023-11-13,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,84825292.57142857
2023-11-13,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,1953073.857142857
2023-11-13,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,40641518.428571425
2023-11-13,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,650175.7142857143
2023-11-20,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,17044240.0
2023-11-20,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,42347975.428571425
2023-11-20,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,USDC-WETH,,14071365.0
2023-11-20,0x4e68ccd3e89f51c3074ca5072bbac773960dfa36,WETH-USDT,0.3%,65348376.85714286
2023-11-20,0x7bea39867e4169dbe237d55c8242a8f2fcdcc387,USDC-WETH,1%,1134809.142857143
2023-11-20,0x7f86bf177dd4f3494b841a37e810a34dd56c829b,USDC-WBTC-WETH,,42167177.428571425
2023-11-20,0x88e6a0c2ddd26feeb64f039a2c41296fcb3f5640,USDC-WETH,0.05%,168114148.7142857
2023-11-20,0x8ad599c3a0ff1de082011efddc58f1908eb6e6d8,USDC-WETH,0.3%,80815498.0
2023-11-20,0xc7bbec68d12a0d1830360f8ec58fa599ba1b0e9b,WETH-USDT,0.01%,4149009.1428571427
2023-11-20,0xd51a44d3fae010294c616388b506acda1bfaae46,USDT-WBTC-WETH,,41274189.666666664
2023-11-20,0xe0554a476a092703abdb3ef35c80e0d76d32939f,USDC-WETH,0.01%,29687.14285714286
2023-11-27,0x06da0fd433c1a5d7a4faa01111c044910a184553,WETH-USDT,,13578528.857142856
2023-11-27,0x11b815efb8f581194ae79006d24e0d814b7697f6,WETH-USDT,0.05%,41818958.428571425
